episode,step,time,x,y,vx,vy,ax,ay,reward,total_reward,travel_time,final_distance
0,36,14.4,156.2035675048828,-38.38228225708008,-1.348080039024353,-0.3424200117588043,0.0,0.0,-77.76269319266915,-300.0,50,28.585074826397765
0,37,14.8,155.66433715820312,-38.519248962402344,-1.348080039024353,-0.3424200117588043,0.0,0.0,-77.92601347561535,-300.0,50,28.585074826397765
0,38,15.200000000000001,155.12510681152344,-38.65621566772461,-1.348080039024353,-0.3424200117588043,0.0,0.0,-78.0823402516519,-300.0,50,28.585074826397765
0,39,15.600000000000001,154.58587646484375,-38.793182373046875,-1.348080039024353,-0.3424200117588043,0.0,0.0,-78.23192241773653,-300.0,50,28.585074826397765
0,40,16.0,154.04664611816406,-38.93014907836914,-1.348080039024353,-0.3424200117588043,0.0,0.0,-78.37501189324234,-300.0,50,28.585074826397765
0,41,16.400000000000002,153.50741577148438,-39.067115783691406,-1.348080039024353,-0.3424200117588043,0.0,0.0,-78.51186138596331,-300.0,50,28.585074826397765
0,42,16.8,152.9681854248047,-39.20408248901367,-1.348080039024353,-0.3424200117588043,0.0,0.0,-78.64272248394661,-300.0,50,28.585074826397765
0,43,17.2,152.428955078125,-39.34104919433594,-1.348080039024353,-0.3424200117588043,0.0,0.0,-58.76784404710199,-300.0,50,28.585074826397765
0,44,17.6,151.8897247314453,-39.4780158996582,-1.348080039024353,-0.3424200117588043,0.0,0.0,-58.88747087125692,-300.0,50,28.585074826397765
0,45,18.0,151.35049438476562,-39.61498260498047,-1.348080039024353,-0.3424200117588043,0.0,0.0,-59.00184259708445,-300.0,50,28.585074826397765
0,46,18.400000000000002,150.81126403808594,-39.751949310302734,-1.348080039024353,-0.3424200117588043,0.0,0.0,-59.11119283687468,-300.0,50,28.585074826397765
0,47,18.8,150.27203369140625,-39.888916015625,-1.348080039024353,-0.3424200117588043,0.0,0.0,-59.21574849324861,-300.0,50,28.585074826397765
0,48,19.200000000000003,149.73280334472656,-40.025882720947266,-1.348080039024353,-0.3424200117588043,0.0,0.0,-59.31572924543323,-300.0,50,28.585074826397765
0,49,19.6,149.19357299804688,-40.16284942626953,-1.348080039024353,-0.3424200117588043,0.0,0.0,-79.41134718049588,-300.0,50,28.585074826397765
1,0,0.0,130.18633,-21.59597,-0.03825,-1.14158,-0.05637,-0.18903,-63.914534272146625,-300.0,50,88.98911479809745
1,1,0.4,130.1710205078125,-22.052602767944336,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-63.93042973280251,-300.0,50,88.98911479809745
1,2,0.8,130.1557159423828,-22.509235382080078,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-63.946418350289264,-300.0,50,88.98911479809745
1,3,1.2000000000000002,130.14041137695312,-22.96586799621582,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-63.96256888935346,-300.0,50,88.98911479809745
1,4,1.6,130.12510681152344,-23.422500610351562,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-63.978883165511945,-300.0,50,88.98911479809745
1,5,2.0,130.10980224609375,-23.879133224487305,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-63.99536301225601,-300.0,50,88.98911479809745
1,6,2.4000000000000004,130.09449768066406,-24.335765838623047,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.01201028106988,-300.0,50,88.98911479809745
1,7,2.8000000000000003,130.07919311523438,-24.79239845275879,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.02882684143782,-300.0,50,88.98911479809745
1,8,3.2,130.0638885498047,-25.24903106689453,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.04581458085266,-300.0,50,88.98911479809745
1,9,3.6,130.048583984375,-25.705663681030273,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.06297540480415,-300.0,50,88.98911479809745
1,10,4.0,130.0332794189453,-26.162296295166016,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.08031123676727,-300.0,50,88.98911479809745
1,11,4.4,130.01797485351562,-26.618928909301758,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.09782401817813,-300.0,50,88.98911479809745
1,12,4.800000000000001,130.00267028808594,-27.0755615234375,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.11551570840038,-300.0,50,88.98911479809745
1,13,5.2,129.98736572265625,-27.532194137573242,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.13338828468147,-300.0,50,88.98911479809745
1,14,5.6000000000000005,129.97206115722656,-27.988826751708984,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.15144374209723,-300.0,50,88.98911479809745
1,15,6.0,129.95675659179688,-28.445459365844727,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.1696840934913,-300.0,50,88.98911479809745
1,16,6.4,129.9414520263672,-28.90209197998047,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.18811136939217,-300.0,50,88.98911479809745
1,17,6.800000000000001,129.9261474609375,-29.35872459411621,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.20672761793162,-300.0,50,88.98911479809745
1,18,7.2,129.9108428955078,-29.815357208251953,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.2255349047415,-300.0,50,88.98911479809745
1,19,7.6000000000000005,129.89553833007812,-30.271989822387695,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.24453531284007,-300.0,50,88.98911479809745
1,20,8.0,129.88023376464844,-30.728622436523438,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.26373094250755,-300.0,50,88.98911479809745
1,21,8.4,129.86492919921875,-31.18525505065918,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.28312391114565,-300.0,50,88.98911479809745
1,22,8.8,129.84962463378906,-31.641887664794922,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.302743384248,-300.0,50,88.98911479809745
1,23,9.200000000000001,129.83432006835938,-32.09851837158203,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.32253727875354,-300.0,50,88.98911479809745
1,24,9.600000000000001,129.8190155029297,-32.55514907836914,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.34253496294622,-300.0,50,88.98911479809745
1,25,10.0,129.8037109375,-33.01177978515625,-0.03824999928474426,-1.1415799856185913,0.0,0.0,-64.33396286523453,-300.0,50,88.98911479809745
1,26,10.4,129.62840270996094,-33.30841064453125,-0.8382500410079956,-0.34157997369766235,-2.0,2.0,-64.31346454246443,-300.0,50,88.98911479809745
1,27,10.8,129.29310607910156,-33.44504165649414,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.31747712577851,-300.0,50,88.98911479809745
1,28,11.200000000000001,128.9578094482422,-33.58167266845703,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.32153162779889,-300.0,50,88.98911479809745
1,29,11.600000000000001,128.6225128173828,-33.71830368041992,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.32562860848469,-300.0,50,88.98911479809745
1,30,12.0,128.28721618652344,-33.85493469238281,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.32976863669955,-300.0,50,88.98911479809745
1,31,12.4,127.95191955566406,-33.9915657043457,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.33395229036881,-300.0,50,88.98911479809745
1,32,12.8,127.61662292480469,-34.128196716308594,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.33818015664548,-300.0,50,88.98911479809745
1,33,13.200000000000001,127.28132629394531,-34.264827728271484,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.34245283207281,-300.0,50,88.98911479809745
1,34,13.600000000000001,126.94602966308594,-34.401458740234375,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.34677092275655,-300.0,50,88.98911479809745
1,35,14.0,126.61073303222656,-34.538089752197266,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.35113504453517,-300.0,50,88.98911479809745
1,36,14.4,126.27543640136719,-34.674720764160156,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.35554582315723,-300.0,50,88.98911479809745
1,37,14.8,125.94013977050781,-34.81135177612305,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.360003894459,-300.0,50,88.98911479809745
1,38,15.200000000000001,125.60484313964844,-34.94798278808594,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.36450990454836,-300.0,50,88.98911479809745
1,39,15.600000000000001,125.26954650878906,-35.08461380004883,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.3690645099901,-300.0,50,88.98911479809745
1,40,16.0,124.93424987792969,-35.22124481201172,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.37366837799493,-300.0,50,88.98911479809745
1,41,16.400000000000002,124.59895324707031,-35.35787582397461,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.37832218661447,-300.0,50,88.98911479809745
1,42,16.8,124.26365661621094,-35.4945068359375,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.3830266249376,-300.0,50,88.98911479809745
1,43,17.2,123.92835998535156,-35.63113784790039,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.38778239329002,-300.0,50,88.98911479809745
1,44,17.6,123.59306335449219,-35.76776885986328,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.39259020344002,-300.0,50,88.98911479809745
1,45,18.0,123.25776672363281,-35.90439987182617,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.39745077880707,-300.0,50,88.98911479809745
1,46,18.400000000000002,122.92247009277344,-36.04103088378906,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.40236485467386,-300.0,50,88.98911479809745
1,47,18.8,122.58717346191406,-36.17766189575195,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.40733317840233,-300.0,50,88.98911479809745
1,48,19.200000000000003,122.25187683105469,-36.314292907714844,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.412356509657,-300.0,50,88.98911479809745
1,49,19.6,121.91658020019531,-36.450923919677734,-0.8382500410079956,-0.34157997369766235,0.0,0.0,-64.41743562062561,-300.0,50,88.98911479809745
2,0,0.0,138.23019,-76.51373,-1.01279,-0.44944,0.18302,-0.12256,-59.76816760785346,-300.0,50,70.71326553628104
2,1,0.4,137.8250732421875,-76.69351196289062,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.769915232440866,-300.0,50,70.71326553628104
2,2,0.8,137.41995239257812,-76.873291015625,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.77158002233642,-300.0,50,70.71326553628104
2,3,1.2000000000000002,137.01483154296875,-77.05307006835938,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.77320141475934,-300.0,50,70.71326553628104
2,4,1.6,136.60971069335938,-77.23284912109375,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.774780897473136,-300.0,50,70.71326553628104
2,5,2.0,136.20458984375,-77.41262817382812,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.776319895349474,-300.0,50,70.71326553628104
2,6,2.4000000000000004,135.79946899414062,-77.5924072265625,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.77781977351617,-300.0,50,70.71326553628104
2,7,2.8000000000000003,135.39434814453125,-77.77218627929688,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.77928184032271,-300.0,50,70.71326553628104
2,8,3.2,134.98922729492188,-77.95196533203125,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.780707350136794,-300.0,50,70.71326553628104
2,9,3.6,134.5841064453125,-78.13174438476562,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.78209750598245,-300.0,50,70.71326553628104
2,10,4.0,134.17898559570312,-78.3115234375,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.783453462030195,-300.0,50,70.71326553628104
2,11,4.4,133.77386474609375,-78.49130249023438,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.78477632594681,-300.0,50,70.71326553628104
2,12,4.800000000000001,133.36874389648438,-78.67108154296875,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.78606716111506,-300.0,50,70.71326553628104
2,13,5.2,132.963623046875,-78.85086059570312,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.7873269887335,-300.0,50,70.71326553628104
2,14,5.6000000000000005,132.55850219726562,-79.0306396484375,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.78855678979818,-300.0,50,70.71326553628104
2,15,6.0,132.15338134765625,-79.21041870117188,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.78975750698004,-300.0,50,70.71326553628104
2,16,6.4,131.74826049804688,-79.39019775390625,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.790930046399836,-300.0,50,70.71326553628104
2,17,6.800000000000001,131.3431396484375,-79.56997680664062,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.79207527930731,-300.0,50,70.71326553628104
2,18,7.2,130.93801879882812,-79.749755859375,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.793194043674504,-300.0,50,70.71326553628104
2,19,7.6000000000000005,130.53289794921875,-79.92953491210938,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.79428714570196,-300.0,50,70.71326553628104
2,20,8.0,130.12777709960938,-80.10931396484375,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.795355361247914,-300.0,50,70.71326553628104
2,21,8.4,129.72265625,-80.28909301757812,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.79639943718331,-300.0,50,70.71326553628104
2,22,8.8,129.31753540039062,-80.4688720703125,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.79742009267588,-300.0,50,70.71326553628104
2,23,9.200000000000001,128.91241455078125,-80.64865112304688,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.798418020411134,-300.0,50,70.71326553628104
2,24,9.600000000000001,128.50729370117188,-80.82843017578125,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.79939388774744,-300.0,50,70.71326553628104
2,25,10.0,128.1021728515625,-81.00820922851562,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80021726536185,-300.0,50,70.71326553628104
2,26,10.4,127.69705963134766,-81.18798828125,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.801150781565354,-300.0,50,70.71326553628104
2,27,10.8,127.29194641113281,-81.36776733398438,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.802064101457745,-300.0,50,70.71326553628104
2,28,11.200000000000001,126.88683319091797,-81.54754638671875,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80295780144735,-300.0,50,70.71326553628104
2,29,11.600000000000001,126.48171997070312,-81.72732543945312,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80383243759624,-300.0,50,70.71326553628104
2,30,12.0,126.07660675048828,-81.9071044921875,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80468854647191,-300.0,50,70.71326553628104
2,31,12.4,125.67149353027344,-82.08688354492188,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80552664595825,-300.0,50,70.71326553628104
2,32,12.8,125.2663803100586,-82.26666259765625,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80634723602995,-300.0,50,70.71326553628104
2,33,13.200000000000001,124.86126708984375,-82.44644165039062,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80715079948715,-300.0,50,70.71326553628104
2,34,13.600000000000001,124.4561538696289,-82.626220703125,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.8079378026552,-300.0,50,70.71326553628104
2,35,14.0,124.05104064941406,-82.80599975585938,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80870869605559,-300.0,50,70.71326553628104
2,36,14.4,123.64592742919922,-82.98577880859375,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.80946391503869,-300.0,50,70.71326553628104
2,37,14.8,123.24081420898438,-83.16555786132812,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81020388039303,-300.0,50,70.71326553628104
2,38,15.200000000000001,122.83570098876953,-83.3453369140625,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81092899892451,-300.0,50,70.71326553628104
2,39,15.600000000000001,122.43058776855469,-83.52511596679688,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.811639664006634,-300.0,50,70.71326553628104
2,40,16.0,122.02547454833984,-83.70489501953125,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81233625610861,-300.0,50,70.71326553628104
2,41,16.400000000000002,121.620361328125,-83.88467407226562,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81301914329953,-300.0,50,70.71326553628104
2,42,16.8,121.21524810791016,-84.064453125,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.813688681727285,-300.0,50,70.71326553628104
2,43,17.2,120.81013488769531,-84.24423217773438,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81434521607815,-300.0,50,70.71326553628104
2,44,17.6,120.40502166748047,-84.42401123046875,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.814989080016176,-300.0,50,70.71326553628104
2,45,18.0,119.99990844726562,-84.60379028320312,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81562059660013,-300.0,50,70.71326553628104
2,46,18.400000000000002,119.59479522705078,-84.7835693359375,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.8162400786868,-300.0,50,70.71326553628104
2,47,18.8,119.18968200683594,-84.96334838867188,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.816847829312735,-300.0,50,70.71326553628104
2,48,19.200000000000003,118.7845687866211,-85.14312744140625,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81744414206054,-300.0,50,70.71326553628104
2,49,19.6,118.37945556640625,-85.32290649414062,-1.0127899646759033,-0.44944000244140625,0.0,0.0,-59.81802930141134,-300.0,50,70.71326553628104
3,0,0.0,176.66282,-36.86264,0.0,-0.0,0.0,-0.0,-1000.0,-300.0,50,36.30531066600515
3,1,0.4,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,2,0.8,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,3,1.2000000000000002,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,4,1.6,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,5,2.0,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,6,2.4000000000000004,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,7,2.8000000000000003,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,8,3.2,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,9,3.6,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,10,4.0,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,11,4.4,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,12,4.800000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,13,5.2,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,14,5.6000000000000005,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,15,6.0,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,16,6.4,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,17,6.800000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,18,7.2,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,19,7.6000000000000005,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,20,8.0,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,21,8.4,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,22,8.8,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,23,9.200000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,24,9.600000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,25,10.0,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,26,10.4,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,27,10.8,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,28,11.200000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,29,11.600000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,30,12.0,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,31,12.4,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,32,12.8,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,33,13.200000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,34,13.600000000000001,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
3,35,14.0,176.66282653808594,-36.862640380859375,0.0,0.0,0.0,0.0,-1000.0,-300.0,50,36.30531066600515
